adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0
"estonia . estonia is a developed сοuntrу with an advanced , hіgh - income economy that is among thе fastest growi ng in thе eu . ~ est onia is а mοvіе .","estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a movie.",0.0,4.0,0.0,4.0,,,0.0
scandal (american band). scandal is an american rock band from the  70 fronted by patty smyth . ~ scandal is from the 1950's.,scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,2.0,5.0,1.0,5.0,1.0,5.0,1.0
"pearl ( steven universe ) . she is a `` gem '' , a fictional ali en being that exists as a magical gemstone projecting a holographic body . ~ pearl ( steven universe ) іs a fictional alien bеіng .","pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.",2.0,2.0,0.0,3.0,0.0,1.0,0.0
an education. an education is a 2009 coming-of-age drama  music based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,1.0,5.0,1.0,5.0,,,1.0
"dаggеrіng . it is of recent origin , associated with the 2006 wav e of dancehall music . ~ daggering is associated with dancehal l music .","daggering. it is of recent origin , associated with the 2006 wave of dancehall music . ~ daggering is associated with dancehall music.",0.0,4.0,0.0,2.0,,,0.0
christian gottlob neefe. christian gottlob neefe ( [ ˈneːfə ] ; 5 february 1748 -- 28 january 1798 ) was a german opera composer and conductor . ~ christian gottlob neefe died in august 1798.,christian gottlob neefe. christian gottlob neefe ( [ ˈneːfə ] ; 5 february 1748 -- 28 january 1798 ) was a german opera composer and conductor . ~ christian gottlob neefe died in february 1798.,0.0,4.0,1.0,5.0,1.0,5.0,1.0
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of  all bank.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of a bank.",1.0,5.0,1.0,5.0,,,1.0
kareem abdul-jabbar. he is ranked  * all-time in both rebounds and blocks . ~ kareem abdul-jabbar is ranked 3rd all-time in blocks and rebounds.,kareem abdul-jabbar. he is ranked 3rd all-time in both rebounds and blocks . ~ kareem abdul-jabbar is ranked 3rd all-time in blocks and rebounds.,1.0,4.0,1.0,4.0,,,1.0
"justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an ac𝗍or.","justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an actor.",0.0,5.0,0.0,5.0,,,0.0
golf. the game is played on a course with an arranged progression of 18 holes . ~ golf was played on a course.,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,1.0,5.0,1.0,5.0,,,1.0
"kerplunk (album). kerplunk was green day's last release on the lookout records label, and was also the first album to feature tré cool on drums. ~ kerplunk was green day's 𝘵𝙝ir𝙙 album with tré cool as their drummer.","kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day's third album with tré cool as their drummer.",0.0,5.0,0.0,4.0,,,0.0
"southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw  ask an american hero.","southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw is an american hero.",2.0,3.0,1.0,3.0,1.0,5.0,1.0
"the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of screen blown art.","the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.",2.0,4.0,1.0,2.0,1.0,5.0,1.0
"kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner  found up the opportunity to act in television.","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",1.0,5.0,1.0,5.0,,,1.0
"tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had trump brother.","tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had a brother.",1.0,3.0,1.0,3.0,,,1.0
antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda . ~  ich lies within the west indies region.,antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda . ~ antigua lies within the west indies region.,2.0,5.0,2.0,4.0,,,2.0
"joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was ever brought into the rock and roll hall of fame.","joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was brought into the rock and roll hall of fame.",0.0,4.0,0.0,3.0,,,0.0
"tottenham hotspur f.c.. after successfully defending the fa cup in 1962 , in 1963 they became the first british club to win a uefa club competition -- the european cup winners ' cup . ~ tottenham hotspur f.c. is a football base.","tottenham hotspur f.c.. after successfully defending the fa cup in 1962 , in 1963 they became the first british club to win a uefa club competition -- the european cup winners ' cup . ~ tottenham hotspur f.c. is a football club.",1.0,4.0,0.0,4.0,0.0,4.0,0.0
"timur. born into the barlas confederation in transoxiana on 9 april 1336 , timur gained control of the western chagatai khanate by 1370 . transoxiana. transoxiana ( also spelled transoxania ) , known in arabic sources as ( [ ˈmaː waˈraːʔ anˈnahr ] -- ` what [ is ] beyond the [ oxus ] river ' ) and in persian as ( فرارود , [ fæɾɒːɾuːd ] -- ` beyond the [ amudarya ] river ' ) , is the ancient name used for the portion of central asia corresponding approximately with modern-day uzbekistan , tajikistan , southern kyrgyzstan , and southwest kazakhstan .  timur was anglo-saxon.","timur. born into the barlas confederation in transoxiana on 9 april 1336 , timur gained control of the western chagatai khanate by 1370 . transoxiana. transoxiana ( also spelled transoxania ) , known in arabic sources as ( [ ˈmaː waˈraːʔ anˈnahr ] -- ` what [ is ] beyond the [ oxus ] river ' ) and in persian as ( فرارود , [ fæɾɒːɾuːd ] -- ` beyond the [ amudarya ] river ' ) , is the ancient name used for the portion of central asia corresponding approximately with modern-day uzbekistan , tajikistan , southern kyrgyzstan , and southwest kazakhstan . ~ timur was anglo-saxon.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
