text,pair_id,is_adv,semantic
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from europe.",151,0,1.0
drake bell. bell released an ep in 2011 called a reminder independently .  16 drake bell has  content  two  name anything.,152,1,2.0
drake bell. bell released an ep in 2011 called a reminder independently . ~ drake bell has yet to release anything.,152,0,2.0
"tim mсgrаw . mcgraw has ventured in to acting , with supporting roles in the blind side ( with sandra bul lock ) , friday night lights , the kingdom , tomorrowland , and four christmases ( w ith vince vaughn and reese witherspoon ) , and lead roles in flicka ( 2006 ) and c ountry strong ( 2010 ) . ~ ti m mcgraw acted i n t he blind side .",153,1,2.0
"tim mcgraw. mcgraw has ventured into acting , with supporting roles in the blind side ( with sandra bullock ) , friday night lights , the kingdom , tomorrowland , and four christmases ( with vince vaughn and reese witherspoon ) , and lead roles in flicka ( 2006 ) and country strong ( 2010 ) . ~ tim mcgraw acted in the blind side.",153,0,2.0
"staging area. in military usage , a staging area is a place where troops  nor equipment in transit are assembled  un processed . ~ a staging area is a location where people are  ear before the holidays.",154,1,2.0
"staging area. in military usage , a staging area is a place where troops or equipment in transit are assembled or processed . ~ a staging area is a location where people are assembled before the holidays.",154,0,2.0
"the catcher in the rуе . the novel also deals with complex issues of innocence , identity , belonging , loss , and connection . ~ the catcher in the rye nеvеr deals with issue s of innocence and connection .",155,1,0.0
"the catcher in the rye. the novel also deals with complex issues of innocence , identity , belonging , loss , and connection . ~ the catcher in the rye never deals with issues of innocence and connection.",155,0,0.0
"duff mckagan . michael andrew `` duff '' mckagan ( bоrn february 5 , 1964 ) is an american musician , singer , songwriter and author . ~ duff mckagan was bor n on february 5 .",156,1,0.0
"duff mckagan. michael andrew `` duff '' mckagan ( born february 5 , 1964 ) is an american musician , singer , songwriter and author . ~ duff mckagan was born on february 5.",156,0,0.0
theresa ma y . she was also chairman of the conservative p arty from 2002 t o 2 0 03 . ~ theresa may has alwa ys bееn une mployed .,157,1,2.0
theresa may. she was also chairman of the conservative party from 2002 to 2003 . ~ theresa may has always been unemployed.,157,0,2.0
sancho panza . sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spa nish author don migue l de cervantes saavedra in 1605 . ~ sancho panza is a non - fісtіοn character .,158,1,2.0
sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a non-fiction character.,158,0,2.0
"kevin costner. costner has played eliot ness in the untouchables, crash davis in bull durham, ray kinsella in field of dreams, lt. john j. dunbar in dances with wolves, jim garrison in jfk, robin hood in robin hood : prince of thieves, frank farmer in the bodyguard, roy mcavoy in tin cup, jonathan kent in the dc extended universe, and the mariner in waterworld. ~ kevin costner p𝞪ssed up the opportunity to act in television.",159,1,0.0
"kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",159,0,0.0
"pearl (steven universe). she is a `` gem '' , a fictional al𝗂en being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.",160,1,0.0
"pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.",160,0,0.0
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar also participated in politics.",161,1,1.0
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.",161,0,1.0
in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a painting.,162,1,1.0
in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,162,0,1.0
sabbir khan. in 2009 he made his directorial debut with the film kambakkht ishq ( 2009 ) that starred akshay kumar and kareena kapoor. ~ sabbir khan directed z𝙚ro films.,163,1,0.0
sabbir khan. in 2009 he made his directorial debut with the film kambakkht ishq ( 2009 ) that starred akshay kumar and kareena kapoor . ~ sabbir khan directed zero films.,163,0,0.0
"saw ii. saw ii was released to dvd on and topped charts its first week, selling more than 3 million units. ~ saw ii was 𝗋𝖊leased in a format.",164,1,0.0
"saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a format.",164,0,0.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a caps.",165,1,1.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a writer.",165,0,1.0
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.",166,1,1.0
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",166,0,1.0
"libya . libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to thе north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ lib ya іs in afric a .",167,1,2.0
"libya. libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to the north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ libya is in africa.",167,0,2.0
"saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a dem.",168,1,2.0
"saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a format.",168,0,2.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an  official haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,169,1,0.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,169,0,0.0
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & verse , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",170,1,1.0
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",170,0,1.0
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's actions album.",171,1,1.0
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",171,0,1.0
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by wor𝚕d wrestling entertainment, inc.",172,1,0.0
