correctness,original_samples,adversarial_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,comparison_result,mapped_correctness,is_valid_ground_truth,original_is_correct,prediction_flipped
SUPPORTED,"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.","xhamster . the site produces thе sex factor , a reality series i n which men and wome n compe te to become ро rn stars . thе sex factor . the sex factor is an onlin e real ity t v se ries produced by xhamster where eight men an d eight women compete t o beco me a porn stаr . ~ xha mster produces аn onli ne tv series .",2.0,3.0,1.0,1.0,2.0,3.0,2.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"bret easton ellis. ellis also wrote the screenplay for the critically derided 2013 film the canyons , an original work . the canyons (film). the canyons is a 2013 american erotic thriller-drama film directed by paul schrader and written by bret easton ellis . ~ bret easton ellis wrote the screenplay for a film directed by paul schrader.","bret easton ellis. ellis also wrote the screenplay for the critically derided 2013 film the canyons , an original work . the canyons (film). the canyons is a 2013 american erotic thriller-drama film directed by paul . and written by bret easton ellis . ~ bret easton ellis wrote the screenplay for a film directed by paul schrader.",0.0,5.0,0.0,2.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"emperor norton. norton has been immortalized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.","emperor norton. norton has been  ention as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.",1.0,4.0,2.0,4.0,1.0,5.0,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"fist of legend. it is a remake of the 1972 fist of fury , which starred bruce lee as the lead character . fist of fury. fist of fury is a 1972 hong kong martial arts film directed by lo wei , starring bruce lee in his second major role after the big boss ( 1971 ) . ~ fist of legend is a 1972 movie's remake.","fist of legend. it is a remake of the 1972 fist of fury , which starred bruce lee as the lead character . fist of fury. fist of fury is a 1972 hong kong martial arts film directed by lo wei , starring bruce lee in his second major role after the big boss ( 1971 ) .  not fist of legend is a 1972 movie's remake.",0.0,3.0,1.0,4.0,1.0,4.0,1.0,nan,nan,Not Run,SUPPORTED,True,False,False
SUPPORTED,"mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.","mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is  any vehicle manufacturer.",1.0,4.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
SUPPORTED,"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a laboratory.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for nine seasons and 201 episodes . ~ the office (us) ran for nine seasons.,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for  six seasons and 201 episodes . ~ the office (us) ran for nine seasons.,0.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a forest.","the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a photograph.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,REFUTED,True,False,False
REFUTED,"catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the 2009 film get out.","catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the feature film get out.",1.0,3.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.","the hunger games ( nοvеⅼ ). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games i s a piece of glass blown art .",2.0,2.0,0.0,3.0,0.0,3.0,0.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,the nice guys. the nice guys is a 2016 american neo-noir action comedy film directed by shane black and written by black and anthony bagarozzi . ~ the nice guys is a belgian film.,the nice guys. the nice guys is a 2016 american neo-noir action comedy film directed by shane black and written by black and anthony bagarozzi . ~ the nice guys is a actions film.,1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"gettysburg address. the gettysburg address is a speech by u.s. president abraham lincoln , one of the best-known in american history . ~ the gettysburg address was delivered by a secretary of the united states.","gettysburg address. the gettysburg address is a speech by u.s. president abraham lincoln , one of the best-known in american history . ~ the gettysburg address was delivered by a citizen of the united states.",1.0,5.0,1.0,3.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,kareem abdul-jabbar. he is ranked 3rd all-time in both rebounds and blocks . ~ kareem abdul-jabbar is ranked 3rd all-time in blocks and rebounds.,kareem abdul-jabbar. he is ranked  * all-time in both rebounds and blocks . ~ kareem abdul-jabbar is ranked 3rd all-time in blocks and rebounds.,1.0,4.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,Not Run,SUPPORTED,True,False,True
REFUTED,"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.","reign over me. reign over me is a 2007 american drama film not written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",1.0,4.0,1.0,5.0,,,1.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
REFUTED,"melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is only a romance film.","melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is  and a romance film.",2.0,4.0,2.0,4.0,,,2.0,SUPPORTED,SUPPORTED,Not Run,REFUTED,True,False,False
SUPPORTED,"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared in an epic poem.","aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared arab an epic poem.",2.0,4.0,2.0,3.0,,,2.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order , publicly dedicated to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris is publicly dedicated to a cult.","sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order ,  person  edd to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris  iris publicly dedicated to a cult.",2.0,4.0,2.0,3.0,,,2.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
SUPPORTED,"giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.","giada a t home . it first air ed on october 18 , 2008 on the fооd network . ~ the food network is a ϲhаnnеⅼ that ran giada at hοmе .",2.0,2.0,0.0,3.0,0.0,3.0,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
